,log_time_taken,log_cs_byte,log_ratio_trans_receive,log_count_connect_IP,log_count_total_connect,log_avg_count_connect,log_transmit_speed_BPS,Business.time,no_url,target,epoch,d_loss,g_loss,Destination,Destination Port,Destination_ip_port,Filter,LABEL
23,0.76571363,0.54614466,0.78982675,0.9955254,0.632135,0.99977165,0.27289414,0,0.9999936,0.01729402,49,-0.014332952,0.053570569,255.255.255.255,1,255.255.255.255:1,1,ssh
24,0.18830065,0,0.77184176,0.9633429,0,0.9999625,0.08834243,1.0000001,0.99999493,0.00581342,49,-0.014332952,0.053570569,255.255.255.255,1,255.255.255.255:1,1,ssh
25,0.17056137,0.037074327,0.45124847,0.6739506,0.017683687,0.9995157,0.4288671,0.99999994,0.99969816,0.04455805,49,-0.006518594,-0.079672925,255.255.255.255,1,255.255.255.255:1,1,ssh
26,0.49498895,0.5322027,0,0.8128551,0.3860076,0.998564,0.99999994,0,0.99887705,0.0174011,49,-0.006518594,-0.079672925,255.255.255.255,1,255.255.255.255:1,1,ssh
27,0.77900636,1,0.107913435,0.95818883,0.65428954,0.9979809,1,0,0.9916458,0,49,-0.001514307,0.085493833,255.255.255.255,1,255.255.255.255:1,1,ssh
28,0.9741434,0.29013705,0.60248566,0.9638798,0.8429901,0.99897444,0.257799,0,0.9999018,0.025571972,49,-0.018222023,-0.092541583,255.255.255.255,1,255.255.255.255:1,1,ssh
29,0.9235568,0.31502646,0.81273353,0.9879433,0.74207026,0.9995265,0.19448578,0,0.9998131,0.030498683,49,-0.001421708,0.061712958,255.255.255.255,1,255.255.255.255:1,1,ssh
30,0.9870248,0.041671664,0.8889003,0.8288192,1,0.9999219,0.018532455,1,0.9999999,0.1139622,74,-0.025545107,0.065490484,255.255.255.255,1,255.255.255.255:1,1,ssh
31,0.61862844,0.36589,0.65778697,0.50298506,0.6393951,0.9992181,0.2728312,0,0.99996793,0.10971987,74,-0.025545107,0.065490484,255.255.255.255,1,255.255.255.255:1,1,ssh
32,0.90308213,0.3571335,0.4872278,0.9848929,0.7329575,0.9995653,0.45058864,0,0.99995553,0.009535551,74,-0.012748079,-0.00781399,255.255.255.255,1,255.255.255.255:1,1,ssh
33,0.8187224,0.4680275,0.7629156,0.9133102,0.6877862,0.99982333,0.1616222,1,0.99938965,0,74,-0.02098391,0.004128819,255.255.255.255,1,255.255.255.255:1,1,ssh
34,0.55450815,0.7728907,0.5496079,0.8800098,0.41129196,0.9988549,0.51432705,0,0.9920654,0.021906674,74,-0.02098391,0.004128819,255.255.255.255,1,255.255.255.255:1,1,ssh
35,0.9062189,0.2001031,0.5908263,0.9445797,0.82219464,0.999732,0.2628395,0,0.9999612,0.017390221,74,0.010931433,-0.047597494,255.255.255.255,1,255.255.255.255:1,1,ssh
36,0.8322079,0.47235444,0,0.9714963,0.6754762,0.9996802,1,0,0.99992657,0.02004084,74,-0.046998911,-0.005575784,255.255.255.255,1,255.255.255.255:1,1,ssh
37,0.8054017,0.4505911,0.5732151,0.93660355,0.60301685,0.9999149,0.5304552,0,0.9989624,0.047861606,74,-0.005826657,-0.044938881,255.255.255.255,1,255.255.255.255:1,1,ssh
38,0.5299502,0.016043425,0.910784,0.91023767,0.21666509,0.9999563,0,0.9999999,0.9999899,0.097783595,74,-0.004450678,0.096673615,255.255.255.255,1,255.255.255.255:1,1,ssh
39,0.9554265,0.35941195,0.34123123,0.9322542,0.86580575,0.9998599,0.43734497,0,0.9999787,0.10013342,74,-0.004450678,0.096673615,255.255.255.255,1,255.255.255.255:1,1,ssh
40,0.5646751,1,0,0.7488257,0.3816066,0.9999188,0.99999994,0,0.9999802,0,74,-0.028654337,0.094238535,255.255.255.255,1,255.255.255.255:1,1,ssh
41,0.32493487,0.5108944,0.5391108,0.033264656,0.44287458,0.9962372,0.3853291,0,0.99264145,0.08056733,74,-0.023880439,0.009224016,255.255.255.255,1,255.255.255.255:1,1,ssh
42,0.41464463,0.80632854,0.43698215,0.22119884,0.6111194,0.9997634,0.66188496,0,0.99984646,0.044502854,74,-0.03324084,-0.026967276,255.255.255.255,1,255.255.255.255:1,1,ssh
43,0.6740714,0.2595122,0.44509935,0.9418981,0.4764032,0.9995538,0.33793512,0,0.99855614,0.11693451,74,0.017486827,-0.04079885,255.255.255.255,1,255.255.255.255:1,1,ssh
44,0.9671563,0.2786678,0.9455547,1,0.8152757,0.010137353,0.024213403,0.99999994,1,0.15309587,74,0.000664576,0.074443534,255.255.255.255,1,255.255.255.255:1,1,ssh
45,0.92941725,0.24847299,0.7523094,0.93102807,0.80557233,0.9999166,0.21253785,0,0.9973602,0.14439914,74,0.000664576,0.074443534,255.255.255.255,1,255.255.255.255:1,1,ssh
46,0.94731015,0.1460335,0.6920873,0.95570683,0.86125326,0.97726536,0.17927378,0,0.9997041,0.115051955,74,-0.014293162,-0.039991986,255.255.255.255,1,255.255.255.255:1,1,ssh
47,0.24908637,0.3853252,0.70888746,0.009490568,0.36483094,0.9995535,0.3217871,0.005523443,0.9999034,0.098748684,74,-0.036674023,-0.099875085,255.255.255.255,1,255.255.255.255:1,1,ssh
48,0.8814107,0.35864055,0.7067374,0.99591786,0.73923403,0.9997725,0.29870692,0,0.9999816,0.08154738,74,-0.036674023,-0.099875085,255.255.255.255,1,255.255.255.255:1,1,ssh
49,0.64524245,0.35176373,0.7241765,0.8136997,0.5543838,0.99974805,0.26512685,0,0.99887085,0.107468635,74,0.000230288,-0.058211923,255.255.255.255,1,255.255.255.255:1,1,ssh
50,0.62585217,0.30254197,0.5345495,0.99453306,0.42414975,0.9985135,0.5029955,0,0.99981475,0.023375481,74,5.46E-05,-0.041370664,255.255.255.255,1,255.255.255.255:1,1,ssh
51,0.6688727,0.49182528,0.53976846,0.8476617,0.60526705,0.999841,0.48100263,0,0.99994695,0.094118804,74,-0.015464444,0.02405384,255.255.255.255,1,255.255.255.255:1,1,ssh
52,0.34729326,0.13926932,0.41204822,0.67260265,0.30052283,0.9986437,0.2528371,0,0.9998801,0.20769337,74,-0.002713298,0.090452008,255.255.255.255,1,255.255.255.255:1,1,ssh
53,0.38671404,1,0.033098817,0.8883795,0.16094899,0.99992675,1,1,0.9999964,0,74,-0.002713298,0.090452008,255.255.255.255,1,255.255.255.255:1,1,ssh
54,0.5616506,0.19715792,0.36697268,0.9551872,0.39269152,0.99741364,0.50208193,0.99613386,0,0.022505432,74,0.002454272,-0.008002124,255.255.255.255,1,255.255.255.255:1,1,ssh
55,0.39460433,0.43592054,0.04158783,0.89143384,0.1819978,0.99900067,0.99999994,0,0.9996701,0,74,-0.016183821,-0.013162399,255.255.255.255,1,255.255.255.255:1,1,ssh
56,0.85449016,0.8691392,0.84530205,0.9895602,0.73135686,0.9993302,0.19919607,0,0.99601746,0.019990444,74,-0.018041151,0.070937529,255.255.255.255,1,255.255.255.255:1,1,ssh
57,0.6241592,0.49960494,0,0.88830763,0.44868207,0.9998644,1,0,0.9926605,0,74,0.006518049,0.076689973,255.255.255.255,1,255.255.255.255:1,1,ssh
58,0.81862587,0.272559,0.71225387,0.9814764,0.62717074,0.9999094,0.30919874,0,0.99974823,0.06447554,74,-0.001546262,0.025254183,255.255.255.255,1,255.255.255.255:1,1,ssh
59,0.7457037,0.6345678,0,0.9295187,0.5679053,1,0.803457,0,0.9999009,0.113464236,74,-0.021671038,0.080371961,255.255.255.255,1,255.255.255.255:1,1,ssh
60,0.72062105,0.047832757,0.79819286,0.99489367,0.49209368,0.9996514,0.11298184,1,0.99972934,0.14194927,74,-0.021671038,0.080371961,255.255.255.255,1,255.255.255.255:1,1,ssh
61,0.8548243,0.46482027,0.53028405,0.9916893,0.6852405,0.9995708,0.5017724,0,0.9998994,0.02226901,74,-0.04367929,-0.061374556,255.255.255.255,1,255.255.255.255:1,1,ssh
62,0.8329167,0.3971979,0,0.93563455,0.7192243,0.99962825,1,0,0.99460983,0,74,-0.028046381,-0.075322196,255.255.255.255,1,255.255.255.255:1,1,ssh
63,0.8403945,0.21511644,0.6107743,0.95072013,0.72018516,0.9995832,0.4082668,0,0.99995697,0.071923345,74,-4.65E-06,0.098712087,255.255.255.255,1,255.255.255.255:1,1,ssh
64,1,0.5347128,1,0.8044682,1,0.9997518,0,1,0.99995613,0,74,0.007692108,0.041391734,255.255.255.255,1,255.255.255.255:1,1,ssh
65,0.6555574,0.022402525,0.5748639,0.96344954,0.420678,0.9999013,0.17445368,1,0.99882793,0.17184734,74,-0.047712758,0.051109809,255.255.255.255,1,255.255.255.255:1,1,ssh
66,0.8199525,0.29492018,0.40746236,0.9365458,0.65674216,0.99976647,0.34362596,0,0.99957085,0.16531473,74,-0.047712758,0.051109809,255.255.255.255,1,255.255.255.255:1,1,ssh
67,0.96012354,0.3555572,0.86596465,0.88796437,0.91095734,0.99699676,0.15243736,0,0.9999931,0.124385655,74,-0.032510366,0.066911757,255.255.255.255,1,255.255.255.255:1,1,ssh
68,0.4192643,0.08320844,0.45430732,0.86293703,0.3146421,0.99989206,0.28908858,1,0.99993277,0.1391322,74,-0.032510366,0.066911757,255.255.255.255,1,255.255.255.255:1,1,ssh
69,0.6062385,0.81343985,0,0.23596293,0.7834116,0.9999683,0.99999994,0,0.99886703,0.044147015,74,-0.001863431,0.054332457,255.255.255.255,1,255.255.255.255:1,1,ssh
70,0.82144165,0.16125834,0.7377274,0.95155156,0.6559788,0.9999896,0.2668264,1.0000001,0.999218,0.029954225,74,-0.001863431,0.054332457,255.255.255.255,1,255.255.255.255:1,1,ssh
71,0.7370752,0.15163627,0.46559334,0.9086069,0.58401847,0.99964726,0.30244243,0,0.9997028,0.22203675,74,0.009309124,0.062108129,255.255.255.255,1,255.255.255.255:1,1,ssh
72,0.6876532,1,0,0.94543344,0.47323233,0.99892706,1,0,0.999978,0,74,0.023144003,0.077114739,255.255.255.255,1,255.255.255.255:1,1,ssh
73,0.75432545,0.24800467,0.69786596,0.97162575,0.55087775,0.99970955,0.2787916,0,0.99998796,0.09767136,99,-0.024569646,0.070923269,255.255.255.255,1,255.255.255.255:1,1,ssh
74,0.95902157,0.24588561,0.5484371,0.9232367,0.8810758,0.99959487,0.3577084,0.009071335,0.9997196,0.01005429,99,-0.017473185,0.019757226,255.255.255.255,1,255.255.255.255:1,1,ssh
75,0.24843319,0.17596114,0.62645745,0.29823944,0.21437797,0.9999102,0.29508495,0,0.9996929,0.02679798,99,-0.017473185,0.019757226,255.255.255.255,1,255.255.255.255:1,1,ssh
76,0.41038334,0.31236988,0.4491859,0.021634763,0.67651224,0.9994017,0.4233088,0,0.9998317,0.21814606,99,-0.018832373,0.0195072,255.255.255.255,1,255.255.255.255:1,1,ssh
77,0.23151667,0.31548065,0.83448523,0.99999994,0,0.99991244,0.09268968,1,0.9999869,0.23506922,99,-0.018832373,0.0195072,255.255.255.255,1,255.255.255.255:1,1,ssh
78,0.06152591,0.16379976,0.6602621,0.4994354,0,0.99992037,0.39169094,0,0.9999915,0.011382699,99,0.006297512,-0.077027582,255.255.255.255,1,255.255.255.255:1,1,ssh
79,0.22924542,0.38115346,0.5907983,0.002906018,0.3749057,0.99924105,0.35675582,0,0.9996443,0.08944154,99,-0.018034466,-0.013163036,255.255.255.255,1,255.255.255.255:1,1,ssh
80,0.58845925,0.23022163,0.52973366,0.9873026,0.47282296,0.9997459,0.3778572,0,0.9970169,0.016765416,99,-0.03251233,-0.087055542,255.255.255.255,1,255.255.255.255:1,1,ssh
81,0.9578359,0.5470238,0.4264573,0.8545511,0.89946467,0.99990565,0.4867754,0,0.9999628,0.052216083,99,0.019983256,-0.00191606,255.255.255.255,1,255.255.255.255:1,1,ssh
82,0.5863936,0.39026475,0.27594852,0.5420696,0.56461954,0.9999001,0.6882926,0.99999994,0.99999154,0.07667115,99,0.019983256,-0.00191606,255.255.255.255,1,255.255.255.255:1,1,ssh
83,0.52502674,0.19584537,0.3579765,0.97005534,0.284433,0.9971428,0.5315821,1.0000001,0.9999553,0.001957059,99,-0.005177462,-0.050876603,255.255.255.255,1,255.255.255.255:1,1,ssh
84,0.18798338,0.22560549,0.49412733,0,0.35002038,0.9797001,0.41499332,0,0.99978864,0.014355212,99,-0.005177462,-0.050876603,255.255.255.255,1,255.255.255.255:1,1,ssh
85,0.34336543,0.10063946,0.63108486,0.69672257,0.18670583,0.9957161,0.30482933,0.99694073,0.99998176,0.004966229,99,-0.005177462,-0.050876603,255.255.255.255,1,255.255.255.255:1,1,ssh
86,0.4095694,0.28035998,0.6228472,0.27986768,0.43805593,0.99985844,0.42790684,0,0.9999786,0.023383647,99,0.008594561,-0.086464576,255.255.255.255,1,255.255.255.255:1,1,ssh
87,0.65204656,0.32715178,0.631251,0.61719275,0.57264036,0.999891,0.40686557,0,0.9999844,0.010585398,99,-0.003775851,-0.076093309,255.255.255.255,1,255.255.255.255:1,1,ssh
88,0.99999994,0.14715624,0.9999999,0.7638955,1,0.999965,0,1,1,0.020295441,99,-0.003775851,-0.076093309,255.255.255.255,1,255.255.255.255:1,1,ssh
89,0.65420735,0.29583538,0.5585176,0.9586733,0.40423962,0.9992754,0.4504158,0,0.9997517,0.014271647,99,-0.01284439,-0.006529196,255.255.255.255,1,255.255.255.255:1,1,ssh
90,0.59033173,0.2846343,0.5211991,0.34490854,0.7153915,0.9995687,0.485271,0,0.9999437,0.01810053,99,-0.039934576,0.046300665,255.255.255.255,1,255.255.255.255:1,1,ssh
91,0.07908951,0.53058934,0.4078014,0.5152332,0.056912407,0.999984,0.68557286,1,0.99975586,0.005996615,99,-0.024880264,-0.004148839,255.255.255.255,1,255.255.255.255:1,1,ssh
92,0.9709178,0.44851428,0.23702365,0.9077188,0.8897764,0.9995885,0.65951073,0,0.9999818,0.11025402,99,0.019535577,0.065106079,255.255.255.255,1,255.255.255.255:1,1,ssh
93,0.093155116,0.22550297,0.70216477,0.25598118,0.19902886,0.9999307,0.15841687,0,0.99823,0.05513841,99,-0.009377296,0.039535597,255.255.255.255,1,255.255.255.255:1,1,ssh
94,0.408471,1,0,0.8165938,0.27503383,0.9999996,1,1,1,0,99,0.018531037,0.004283307,255.255.255.255,1,255.255.255.255:1,1,ssh
95,0.8954643,0.36213684,0.5622932,0.9503285,0.76510465,0.99979025,0.34796354,0,0.99121094,0.032478094,99,-0.003438795,-0.006933058,255.255.255.255,1,255.255.255.255:1,1,ssh
96,0.57448226,0.38883495,0,0.9316631,0.31414866,0.99987024,0.75309664,0,0.9995041,0.03754455,99,-0.013222324,-0.021562977,255.255.255.255,1,255.255.255.255:1,1,ssh
97,0.46324283,0.19797099,0.64442766,0.004392095,0.6534203,0.9996023,0.26164007,0,0.9924469,0.18712516,99,0.004454801,0.035018671,255.255.255.255,1,255.255.255.255:1,1,ssh
98,0.95204985,0.37186468,0.57865477,0.98381865,0.8439631,0.99980175,0.4597237,1,0.99814224,0.030771673,99,-0.013888857,0.088917129,255.255.255.255,1,255.255.255.255:1,1,ssh
99,0.42321137,0.4891256,0.15775609,0.013174874,0.55883265,0.99918306,0.8908057,0,0.9964142,0.037469268,99,-0.013888857,0.088917129,255.255.255.255,1,255.255.255.255:1,1,ssh
100,0,0.4624288,0.08471036,0.32313696,0,0.999959,0.62909985,0.9999999,0.99853516,0.24047123,99,-0.001194007,0.03478628,255.255.255.255,1,255.255.255.255:1,1,ssh
101,1,0.34480768,1,0.822001,0.99999994,0.99089813,0,0.9938278,1,0.14162353,99,-0.069347985,0.046001751,255.255.255.255,1,255.255.255.255:1,1,ssh
102,0.40735206,0.25857693,0.6188085,0.36654234,0.3814845,0.99986684,0.35145938,0,0.9999455,0.006939411,99,-0.035756174,0.012496835,255.255.255.255,1,255.255.255.255:1,1,ssh
103,0.12664792,0.99999994,0.36754063,0.32664424,0,0.9999944,1,1,1,0,99,0.005824257,0.019450493,255.255.255.255,1,255.255.255.255:1,1,ssh
104,0.8755427,0.2226417,0.705102,0.9835348,0.75386953,0.9999015,0.21734089,0,0.999568,0.07702941,99,-0.037562653,-0.082324281,255.255.255.255,1,255.255.255.255:1,1,ssh
105,0.63332164,0.17345977,0.8106522,0.9686665,0.44422624,0.9998285,0.14644426,0,0.9998853,0.15430683,99,-0.048256528,-0.037351258,255.255.255.255,1,255.255.255.255:1,1,ssh
106,0.99999994,0.29674613,1,0.7291945,1.0000001,0.99991906,0,1,0.9999771,0.08509454,99,0.001735144,0.094923966,255.255.255.255,1,255.255.255.255:1,1,ssh
107,0.6858101,0.43712765,0.68368816,0.8730467,0.5378101,0.99986523,0.2306583,0,0.9996767,0.19375165,99,-0.004015735,0.008280772,255.255.255.255,1,255.255.255.255:1,1,ssh
108,0.46655935,0.39677316,0.8648231,0.9951313,0.17689055,0.99996203,0.107991815,1,0.9998193,0.19489814,99,-0.004015735,0.008280772,255.255.255.255,1,255.255.255.255:1,1,ssh
109,0.8902556,0.3204866,0.6856787,0.83299667,0.8307536,0.9999251,0.29409385,0,0.9999842,0.02449581,124,-0.005794712,-0.013415747,255.255.255.255,1,255.255.255.255:1,1,ssh
110,0.8712203,0.16978091,0.6993287,0.8870105,0.79673696,0.999954,0.2341614,0,0.9941559,0.19201323,124,-0.035055976,-0.08548639,255.255.255.255,1,255.255.255.255:1,1,ssh
111,0.8264558,0.027987003,0.9178961,0.95136034,0.7194577,0.9999756,0.06611547,1,0.998291,0.15561858,124,-0.02184852,0.007337618,255.255.255.255,1,255.255.255.255:1,1,ssh
112,0.7925727,0.021998167,0.91501254,0.88358647,0.71291417,0.9999458,0.06563267,0.9919119,0.9953613,0.1500774,124,-0.02184852,0.007337618,255.255.255.255,1,255.255.255.255:1,1,ssh
113,0.37456906,0.124664664,0.6983495,0.84572935,0.13597833,0.99988174,0.21506554,0.99999994,0.99990773,0.043556154,124,-0.0285696,0.097211704,255.255.255.255,1,255.255.255.255:1,1,ssh
114,0.98918355,0.90859497,0,0.8057475,0.98685175,0.99974,1,0,0.9999919,0.034921348,124,-0.0285696,0.097211704,255.255.255.255,1,255.255.255.255:1,1,ssh
115,0.5122649,0.17248058,0.718969,0.4961327,0.55525905,0.9991273,0.23085374,0,0.99981,0.010914922,124,-0.017438026,-0.008637987,255.255.255.255,1,255.255.255.255:1,1,ssh
116,0.6941271,0.309016,0.5409545,0.77825665,0.55191296,0.99974746,0.43700048,0,0.99945164,0.044751137,124,-0.008828621,-0.076462187,255.255.255.255,1,255.255.255.255:1,1,ssh
117,0.5674387,0.22091275,0.6470284,0.41771293,0.59383625,0.99941206,0.28727525,0,0.9998496,0.09807965,124,-0.024046848,0.07140056,255.255.255.255,1,255.255.255.255:1,1,ssh
118,0.57019895,0.11674768,0.782183,0.908751,0.34095034,0.9997791,0.13750172,1,0.9999431,0.097791046,124,-0.024046848,0.07140056,255.255.255.255,1,255.255.255.255:1,1,ssh
119,0.76034224,0.48914766,0.5969349,0.8872005,0.6487671,0.9998753,0.32902896,0,0.996933,0.1425786,124,-0.024738625,-0.000287515,255.255.255.255,1,255.255.255.255:1,1,ssh
120,0.38509357,0.3623954,0.6134052,0.24030477,0.50465053,0.9998339,0.42129707,0,0.9999058,0.005758882,124,-0.034101889,-0.088384375,255.255.255.255,1,255.255.255.255:1,1,ssh
121,0,0.5359694,0.70603037,0.020470964,0.11389634,0.9994281,0.40883115,0,0.99999595,0.020610988,124,-0.007290614,-0.082992464,255.255.255.255,1,255.255.255.255:1,1,ssh
122,0.9073533,0.40910143,0.47152698,0.7790708,0.8603985,0.9999233,0.45165175,0,0.9995804,0.014954805,124,0.001538009,-0.064241089,255.255.255.255,1,255.255.255.255:1,1,ssh
123,0.2313458,0.2522087,0.755029,0.49658677,0.34111324,0.99914324,0.27162772,0,0.9998854,0.020853996,124,-0.00970112,0.000304296,255.255.255.255,1,255.255.255.255:1,1,ssh
124,0.07125929,0.62110543,0.36545277,0.2963422,0.100253075,0.99986064,0.6992518,0,0.9921875,0,124,-0.012600658,0.037767805,255.255.255.255,1,255.255.255.255:1,1,ssh
125,0.92841405,0.35409135,0.616194,0.93221813,0.8297046,0.9999107,0.44394624,0.007591635,0.9972229,0.014021367,124,-0.026006732,0.076189056,255.255.255.255,1,255.255.255.255:1,1,ssh
126,0.84593415,0.32112104,0.36087084,0.9361709,0.7025828,0.99985504,0.65027463,0,0.99710083,0.009643197,124,-0.026006732,0.076189056,255.255.255.255,1,255.255.255.255:1,1,ssh
127,0.52827805,0.25703877,0.48074102,0.38019648,0.5322129,0.99978316,0.5047852,0.000324786,0.9937439,0.016447932,124,-0.026006732,0.076189056,255.255.255.255,1,255.255.255.255:1,1,ssh
128,0.41617763,0.23761415,0.5391636,0.4417825,0.3712211,0.99975324,0.45072496,0,0.9999644,0.051451832,124,-0.018625936,0.07224796,255.255.255.255,1,255.255.255.255:1,1,ssh
129,0.50679827,0.6261871,0.66293406,0.7450786,0.41557866,0.9998481,0.4195724,0,0.99716187,0.022155315,124,0.000837486,0.061710238,255.255.255.255,1,255.255.255.255:1,1,ssh
130,0.5618971,0.3996966,0.56125987,0.2405495,0.7061571,0.9998009,0.44302058,0,0.99424744,0.056467593,124,-0.014124416,0.059643779,255.255.255.255,1,255.255.255.255:1,1,ssh
131,0.32610226,0.24441409,0.46276748,0.331324,0.28979266,0.9997668,0.3814604,0,0.9994774,0.018226951,124,0.008192648,0.025008116,255.255.255.255,1,255.255.255.255:1,1,ssh
132,0.74846786,0.45485246,0.7502623,0.9004162,0.6050087,0.9999461,0.2643319,0,0.9965515,0.13358718,124,-0.053052258,-0.093255475,255.255.255.255,1,255.255.255.255:1,1,ssh
133,0.06455511,1,0,0.015106997,0.18450165,0.9370804,0.99999994,1,0.999979,0,124,-0.047563922,-0.078077242,255.255.255.255,1,255.255.255.255:1,1,ssh
134,0.6146257,0.41100907,0.7127796,0.32217512,0.69768226,0.99974835,0.26766014,0,0.999527,0.11509013,124,-0.021737555,-0.055422805,255.255.255.255,1,255.255.255.255:1,1,ssh
135,0.06851664,0.020824075,0.75183946,0.029396217,0.09278986,0.9997885,0.1759497,1.0000001,0.9996109,0.12081751,124,-0.021737555,-0.055422805,255.255.255.255,1,255.255.255.255:1,1,ssh
136,0.5413829,0.36052036,0.783686,0.64600295,0.49512684,0.99961793,0.23513615,0,0.99994045,0.05431068,124,-0.023065856,-0.066778436,255.255.255.255,1,255.255.255.255:1,1,ssh
137,0.97456527,0.39515042,0.2825029,0.8153171,0.96331906,0.9997554,0.5057175,0,0.99993914,0.005833954,124,-0.018488305,0.091502011,255.255.255.255,1,255.255.255.255:1,1,ssh
138,1,0,0.99999976,0.80948323,1,0.99988407,0,0.99999994,0.99998957,0.01579678,124,-0.018488305,0.091502011,255.255.255.255,1,255.255.255.255:1,1,ssh
139,0.36119747,1,0,0.71120805,0.15211761,0.9999977,1,1.0000001,1,0,124,0.002963531,-0.083740622,255.255.255.255,1,255.255.255.255:1,1,ssh
140,0.7333249,1,0,0.82510555,0.63934225,0.9999877,1,0.9999999,1,0,124,-0.027460141,-0.095376708,255.255.255.255,1,255.255.255.255:1,1,ssh
141,0.2126253,0.37131703,0.6048403,0.003366724,0.47981504,0.99912083,0.40418297,0,0.99916124,0.024181604,124,-0.000313934,-0.025927978,255.255.255.255,1,255.255.255.255:1,1,ssh
